threatTypes,tags,name,description,confidence,revoked,validFrom,validUntil,tlpLevel,severity,observableType,observableValue
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907147,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,url,odghyuter.com//wfvmlpxuhjeq.#aHR0cHM6Ly9wb2dmaHJ5ZXQuY29tL2VkZmgua2VyZnEvI25vLXJlcGx5QG1pY3Jvc29mdC5jb20=
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907148,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,buiyosi.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907149,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,qurythuy.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907150,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,1988722677.ujsd.eurhutos.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907151,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,setmakersl.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907152,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,url,ujsd.coffimkeer.com//0jw7yklk.#aHR0cHM6Ly9sdWh5cnR5ZS5jb20vZWRmaC5rZXJmcS8jbm8tcmVwbHlAbWljcm9zb2Z0LmNvbQ==
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907153,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,chovamb.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907154,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,mosyeurty.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907155,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,254503147.ujsd.kurvuty.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907156,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,shageneppi.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907157,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,coffieer.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907158,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,215852665.ujsd.brepeme.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907159,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,600774497.ujsd.sazmath.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907160,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,dalotcii.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907161,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,ksfcaghyou.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907162,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,tamsops.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907163,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,tenssm.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907164,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,1469782555.ujsd.phmakert.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907165,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,cofeer.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907166,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,1227334331.ujsd.selfessdas.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907167,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,url,ujsd.pentsweser.com//iojjyaqw.#aHR0cHM6Ly9saW1lc3RvbmVzbS5jb20vZWRmaC5rZXJmcS8jbm8tcmVwbHlAbWljcm9zb2Z0LmNvbQ==
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907168,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,coffkr.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907169,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,879643450.ujsd.matanictii.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907170,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,995216045.ujsd.dalotcii.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907171,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,404793834.ujsd.matanictii.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907172,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,vlogctii.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907173,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,iotryfuty.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907174,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,516942697.ujsd.setmakersl.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907175,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,url,nyc3.digitaloceanspaces.com/bnj/25_40_24_5E_40_26_40_26_28_29_23_23_5E_23_24_26_5E_25_26_40_5E_28_23_26_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25_%25.html#no-reply@microsoft.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907176,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,coffkeer.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907177,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,uyfteuty.com
Phishing,"[DTI article Franken-phish,Phishing,https://prod.southcentralus.ti.trafficmanager.net/articles/50907106]",DTI Article - Franken-phish,Entity appears in MDTI article Franken-phish read more about it at MDTI https://prod.southcentralus.ti.trafficmanager.net/articles/50907178,100,,2022-07-11T19:30:23.868Z,2023-01-08T00:29:56.749Z,white,5,domain-name,ourygshry.com
